region;day;TempMax_Deg;TempMin_Deg;Wind_kmh;Wet_percent;Visibility_km;CloudCoverage_percent
BOURGOGNE-FRANCHE-COMTE;2018-06-03;24.5;21.0;10.5;74.5;8.0;46.5
BOURGOGNE-FRANCHE-COMTE;2018-06-04;23.0;21.5;11.5;79.0;8.0625;52.5
BOURGOGNE-FRANCHE-COMTE;2018-06-05;22.5;20.0;6.5;85.0;8.0;42.5
BOURGOGNE-FRANCHE-COMTE;2018-06-06;23.5;20.5;12.5;77.5;8.5625;47.0
BOURGOGNE-FRANCHE-COMTE;2018-06-07;22.5;20.0;9.5;78.5;8.3125;38.5
BOURGOGNE-FRANCHE-COMTE;2018-06-08;23.5;21.0;11.0;83.0;6.75;37.0
BOURGOGNE-FRANCHE-COMTE;2018-06-09;25.0;21.5;6.5;77.5;7.0625;33.5
BOURGOGNE-FRANCHE-COMTE;2018-06-10;25.5;23.0;12.0;71.5;10.0;15.0
BOURGOGNE-FRANCHE-COMTE;2018-06-11;22.0;17.5;16.5;89.0;9.0625;43.0
BOURGOGNE-FRANCHE-COMTE;2018-06-12;21.0;17.0;9.0;88.5;6.9375;69.0
BOURGOGNE-FRANCHE-COMTE;2018-06-13;17.0;15.5;19.0;81.0;8.8125;63.5
BOURGOGNE-FRANCHE-COMTE;2018-06-14;19.0;17.0;11.5;65.5;7.6875;23.5
BOURGOGNE-FRANCHE-COMTE;2018-06-15;22.0;18.5;10.5;71.0;6.75;45.0
BOURGOGNE-FRANCHE-COMTE;2018-06-16;22.5;21.0;10.5;77.0;7.25;23.0
BOURGOGNE-FRANCHE-COMTE;2018-06-17;19.0;17.0;13.5;87.0;7.6875;57.5
BOURGOGNE-FRANCHE-COMTE;2018-06-18;21.0;18.5;9.0;73.0;8.9375;25.0
BOURGOGNE-FRANCHE-COMTE;2018-06-19;24.5;21.0;14.5;72.0;7.125;33.5
BOURGOGNE-FRANCHE-COMTE;2018-06-20;27.0;23.5;10.5;71.5;7.625;27.0
BOURGOGNE-FRANCHE-COMTE;2018-06-21;24.5;22.5;20.5;74.0;8.8125;25.0
BOURGOGNE-FRANCHE-COMTE;2018-06-22;18.0;14.5;23.0;59.0;10.0;5.5
BOURGOGNE-FRANCHE-COMTE;2018-06-23;20.0;16.5;17.0;62.5;10.0;4.5
BOURGOGNE-FRANCHE-COMTE;2018-06-24;20.5;18.0;18.0;62.0;9.5;27.5
BOURGOGNE-FRANCHE-COMTE;2018-06-25;22.5;19.0;19.0;65.0;9.5;10.0
BOURGOGNE-FRANCHE-COMTE;2018-06-26;24.5;21.0;16.5;60.5;10.0;8.0
BOURGOGNE-FRANCHE-COMTE;2018-06-27;25.0;21.5;19.0;63.5;9.5;4.5
BOURGOGNE-FRANCHE-COMTE;2018-06-28;24.5;20.5;24.5;54.5;10.0;8.0
BOURGOGNE-FRANCHE-COMTE;2018-06-29;26.0;21.0;18.5;65.5;10.0;13.0
BOURGOGNE-FRANCHE-COMTE;2018-06-30;28.5;24.5;5.5;65.5;9.9375;8.0
BRETAGNE;2018-06-01;21.0;18.0;13.0;82.0;8.0;63.0
BRETAGNE;2018-06-02;23.0;19.0;5.0;76.0;7.875;36.0
BRETAGNE;2018-06-03;24.0;19.0;18.0;86.0;9.875;40.0
BRETAGNE;2018-06-04;21.0;17.0;16.0;94.0;7.875;64.0
BRETAGNE;2018-06-05;20.0;17.0;18.0;91.0;7.5;89.0
BRETAGNE;2018-06-06;18.0;13.0;13.0;95.0;6.375;100.0
BRETAGNE;2018-06-07;21.0;18.0;12.0;88.0;6.875;82.0
BRETAGNE;2018-06-08;23.0;21.0;8.0;81.0;7.375;24.0
BRETAGNE;2018-06-09;24.0;21.0;14.0;84.0;6.5;45.0
BRETAGNE;2018-06-10;22.0;20.0;12.0;89.0;8.875;45.0
BRETAGNE;2018-06-11;19.0;17.0;21.0;94.0;6.625;68.0
BRETAGNE;2018-06-12;21.0;18.0;22.0;88.0;9.625;52.0
BRETAGNE;2018-06-13;20.0;17.0;9.0;82.0;7.875;41.0
BRETAGNE;2018-06-14;17.0;16.0;19.0;93.0;9.0;79.0
BRETAGNE;2018-06-15;17.0;16.0;13.0;78.0;9.0;43.0
BRETAGNE;2018-06-16;18.0;17.0;19.0;85.0;10.0;62.0
BRETAGNE;2018-06-17;18.0;16.0;19.0;89.0;10.0;85.0
BRETAGNE;2018-06-18;20.0;18.0;12.0;83.0;5.5;81.0
BRETAGNE;2018-06-19;20.0;18.0;5.0;87.0;6.75;78.0
BRETAGNE;2018-06-20;26.0;22.0;17.0;84.0;7.0;23.0
BRETAGNE;2018-06-21;20.0;16.0;26.0;78.0;10.0;34.0
BRETAGNE;2018-06-22;20.0;16.0;15.0;75.0;10.0;7.0
BRETAGNE;2018-06-23;22.0;17.0;15.0;70.0;10.0;5.0
BRETAGNE;2018-06-24;23.0;19.0;14.0;72.0;10.0;9.0
BRETAGNE;2018-06-25;25.0;20.0;17.0;76.0;10.0;12.0
BRETAGNE;2018-06-26;27.0;22.0;18.0;77.0;9.0;2.0
BRETAGNE;2018-06-27;28.0;22.0;15.0;74.0;10.0;0.0
BRETAGNE;2018-06-28;27.0;22.0;20.0;74.0;8.875;15.0
BRETAGNE;2018-06-29;27.0;23.0;21.0;76.0;9.875;11.0
BRETAGNE;2018-06-30;28.0;23.0;15.0;77.0;10.0;18.0
CENTRE-VAL DE LOIRE;2018-06-01;21.0;17.0;12.0;88.0;7.75;74.0
CENTRE-VAL DE LOIRE;2018-06-02;24.0;21.0;7.0;70.0;8.0;30.0
CENTRE-VAL DE LOIRE;2018-06-03;24.0;21.0;17.0;80.0;8.375;41.0
CENTRE-VAL DE LOIRE;2018-06-04;25.0;21.0;6.0;80.0;7.625;38.0
CENTRE-VAL DE LOIRE;2018-06-05;21.0;19.0;15.0;91.0;7.125;72.0
CENTRE-VAL DE LOIRE;2018-06-06;21.0;18.0;5.0;94.0;7.25;80.0
CENTRE-VAL DE LOIRE;2018-06-07;22.0;17.0;10.0;92.0;6.25;64.0
CENTRE-VAL DE LOIRE;2018-06-08;25.0;22.0;10.0;74.0;9.75;21.0
CENTRE-VAL DE LOIRE;2018-06-09;26.0;22.0;12.0;82.0;7.75;44.0
CENTRE-VAL DE LOIRE;2018-06-10;25.0;22.0;9.0;84.0;7.875;31.0
CENTRE-VAL DE LOIRE;2018-06-11;21.0;16.0;14.0;85.0;8.5;60.0
CENTRE-VAL DE LOIRE;2018-06-12;20.0;18.0;22.0;79.0;9.0;42.0
CENTRE-VAL DE LOIRE;2018-06-13;17.0;15.0;15.0;70.0;9.0;39.0
CENTRE-VAL DE LOIRE;2018-06-14;21.0;17.0;15.0;74.0;10.0;59.0
CENTRE-VAL DE LOIRE;2018-06-15;21.0;17.0;5.0;90.0;6.75;74.0
CENTRE-VAL DE LOIRE;2018-06-16;20.0;18.0;14.0;75.0;8.0;79.0
CENTRE-VAL DE LOIRE;2018-06-17;18.0;16.0;14.0;85.0;8.0;77.0
CENTRE-VAL DE LOIRE;2018-06-18;22.0;17.0;14.0;88.0;9.0;81.0
CENTRE-VAL DE LOIRE;2018-06-19;23.0;21.0;9.0;75.0;6.75;54.0
CENTRE-VAL DE LOIRE;2018-06-20;27.0;23.0;10.0;67.0;7.5;31.0
CENTRE-VAL DE LOIRE;2018-06-21;21.0;19.0;19.0;77.0;9.0;46.0
CENTRE-VAL DE LOIRE;2018-06-22;20.0;16.0;21.0;56.0;10.0;19.0
CENTRE-VAL DE LOIRE;2018-06-23;21.0;16.0;18.0;63.0;10.0;7.0
CENTRE-VAL DE LOIRE;2018-06-24;22.0;19.0;14.0;64.0;10.0;22.0
CENTRE-VAL DE LOIRE;2018-06-25;23.0;19.0;19.0;68.0;9.0;9.0
CENTRE-VAL DE LOIRE;2018-06-26;26.0;22.0;17.0;65.0;9.0;2.0
CENTRE-VAL DE LOIRE;2018-06-27;27.0;23.0;19.0;66.0;9.0;3.0
CENTRE-VAL DE LOIRE;2018-06-28;26.0;23.0;24.0;54.0;10.0;9.0
CENTRE-VAL DE LOIRE;2018-06-29;25.0;24.0;21.0;66.0;9.75;16.0
CENTRE-VAL DE LOIRE;2018-06-30;31.0;25.0;12.0;68.0;9.0;13.0
CORSE;2018-06-01;21.0;20.0;10.0;62.0;10.0;1.0
CORSE;2018-06-02;22.0;21.0;7.0;53.0;10.0;5.0
CORSE;2018-06-03;25.0;20.0;5.0;75.0;9.625;16.0
CORSE;2018-06-04;19.0;17.0;13.0;79.0;9.875;39.0
CORSE;2018-06-05;20.0;19.0;12.0;65.0;10.0;21.0
CORSE;2018-06-06;20.0;19.0;13.0;78.0;9.875;28.0
CORSE;2018-06-07;19.0;17.0;5.0;90.0;8.0;55.0
CORSE;2018-06-08;18.0;14.0;10.0;78.0;9.625;19.0
CORSE;2018-06-09;22.0;20.0;12.0;63.0;10.0;7.0
CORSE;2018-06-10;26.0;24.0;6.0;48.0;10.0;5.0
CORSE;2018-06-11;26.0;23.0;7.0;64.0;10.0;19.0
CORSE;2018-06-12;21.0;20.0;16.0;76.0;8.75;37.0
CORSE;2018-06-13;19.0;18.0;15.0;80.0;9.25;29.0
CORSE;2018-06-14;21.0;19.0;8.0;79.0;9.5;20.0
CORSE;2018-06-15;21.0;20.0;10.0;76.0;9.375;20.0
CORSE;2018-06-16;22.0;21.0;10.0;73.0;9.875;12.0
CORSE;2018-06-17;22.0;16.0;12.0;72.0;9.875;8.0
CORSE;2018-06-18;23.0;22.0;8.0;74.0;9.625;16.0
CORSE;2018-06-19;25.0;24.0;9.0;56.0;10.0;10.0
CORSE;2018-06-20;24.0;19.0;9.0;61.0;9.875;11.0
CORSE;2018-06-21;24.0;23.0;11.0;71.0;9.625;10.0
CORSE;2018-06-22;24.0;23.0;15.0;69.0;10.0;13.0
CORSE;2018-06-23;24.0;22.0;7.0;74.0;9.625;9.0
CORSE;2018-06-24;23.0;20.0;6.0;74.0;9.125;44.0
CORSE;2018-06-25;22.0;21.0;7.0;71.0;9.625;12.0
CORSE;2018-06-26;22.0;21.0;9.0;63.0;9.875;9.0
CORSE;2018-06-27;23.0;22.0;12.0;57.0;10.0;6.0
CORSE;2018-06-28;22.0;21.0;14.0;77.0;9.875;13.0
CORSE;2018-06-29;24.0;23.0;9.0;56.0;10.0;5.0
CORSE;2018-06-30;26.0;25.0;7.0;53.0;10.0;2.0
GRAND EST;2018-06-01;21.0;18.5;12.5;83.0;8.625;55.0
GRAND EST;2018-06-02;21.5;19.5;9.0;76.5;9.3125;27.0
GRAND EST;2018-06-03;24.5;21.0;10.5;73.5;10.0;13.0
GRAND EST;2018-06-04;25.0;22.5;12.5;75.0;9.5625;21.0
GRAND EST;2018-06-05;25.5;22.5;14.0;78.5;9.25;13.0
GRAND EST;2018-06-06;24.5;21.0;9.0;79.5;9.375;22.5
GRAND EST;2018-06-07;22.5;21.0;7.5;80.0;9.875;52.0
GRAND EST;2018-06-08;24.0;21.5;8.5;77.0;8.4375;24.0
GRAND EST;2018-06-09;24.5;22.0;10.0;79.0;8.8125;39.5
GRAND EST;2018-06-10;25.5;23.0;6.0;70.5;9.875;14.0
GRAND EST;2018-06-11;23.5;18.0;13.5;93.0;9.6875;37.5
GRAND EST;2018-06-12;18.5;17.0;14.5;92.5;8.3125;80.5
GRAND EST;2018-06-13;16.0;13.5;15.0;75.0;9.5;64.0
GRAND EST;2018-06-14;19.0;17.0;7.0;67.0;9.9375;46.0
GRAND EST;2018-06-15;21.5;17.0;4.5;79.0;9.0;42.5
GRAND EST;2018-06-16;23.0;21.0;7.0;68.5;9.375;30.5
GRAND EST;2018-06-17;19.0;15.0;16.5;81.0;9.5;48.0
GRAND EST;2018-06-18;21.0;19.0;10.0;75.0;8.0;37.5
GRAND EST;2018-06-19;22.5;20.5;8.5;75.0;9.0;38.5
GRAND EST;2018-06-20;27.5;23.0;6.0;72.5;9.5;4.5
GRAND EST;2018-06-21;22.0;20.5;22.5;74.5;8.9375;18.0
GRAND EST;2018-06-22;16.0;13.5;15.5;65.5;10.0;29.0
GRAND EST;2018-06-23;18.5;15.0;13.0;66.5;10.0;24.0
GRAND EST;2018-06-24;19.5;17.0;10.5;65.0;10.0;46.0
GRAND EST;2018-06-25;20.0;16.5;13.0;75.0;10.0;42.5
GRAND EST;2018-06-26;23.0;20.0;12.5;67.0;10.0;14.5
GRAND EST;2018-06-27;24.0;21.5;17.5;65.5;9.0;17.5
GRAND EST;2018-06-28;24.0;20.5;21.5;62.5;10.0;25.5
GRAND EST;2018-06-29;25.5;23.0;19.5;70.0;9.875;35.5
GRAND EST;2018-06-30;28.0;24.5;14.5;66.5;10.0;9.5
HAUTS-DE-FRANCE;2018-06-01;18.5;13.5;14.0;91.0;7.375;61.0
HAUTS-DE-FRANCE;2018-06-02;20.0;15.0;13.5;87.5;9.0;56.5
HAUTS-DE-FRANCE;2018-06-03;23.5;18.0;13.0;77.0;10.0;6.0
HAUTS-DE-FRANCE;2018-06-04;22.5;17.5;21.0;85.5;10.0;33.0
HAUTS-DE-FRANCE;2018-06-05;18.5;14.5;21.5;90.0;10.0;67.5
HAUTS-DE-FRANCE;2018-06-06;23.5;17.5;16.0;87.0;9.8125;36.0
HAUTS-DE-FRANCE;2018-06-07;22.5;18.5;8.5;86.0;8.75;40.5
HAUTS-DE-FRANCE;2018-06-08;22.0;17.0;16.0;86.0;8.0;33.5
HAUTS-DE-FRANCE;2018-06-09;22.5;17.5;12.0;86.0;9.0;41.0
HAUTS-DE-FRANCE;2018-06-10;23.0;18.0;14.5;85.0;8.5;37.5
HAUTS-DE-FRANCE;2018-06-11;21.5;17.5;22.5;85.0;10.0;50.0
HAUTS-DE-FRANCE;2018-06-12;18.0;13.5;20.0;88.5;10.0;60.0
HAUTS-DE-FRANCE;2018-06-13;16.5;13.5;14.0;79.5;9.0;40.5
HAUTS-DE-FRANCE;2018-06-14;18.0;13.5;20.0;90.0;9.0;48.0
HAUTS-DE-FRANCE;2018-06-15;20.5;14.5;12.0;82.5;9.0;19.5
HAUTS-DE-FRANCE;2018-06-16;18.5;14.5;16.5;80.0;10.0;36.5
HAUTS-DE-FRANCE;2018-06-17;17.5;14.5;20.0;83.0;9.0;73.0
HAUTS-DE-FRANCE;2018-06-18;20.0;15.5;22.0;91.0;10.0;73.0
HAUTS-DE-FRANCE;2018-06-19;20.0;16.5;13.5;92.0;9.5;74.5
HAUTS-DE-FRANCE;2018-06-20;22.5;18.5;13.0;87.0;7.5;42.5
HAUTS-DE-FRANCE;2018-06-21;16.5;12.0;23.5;74.5;9.5;18.5
HAUTS-DE-FRANCE;2018-06-22;18.0;13.0;21.0;76.5;10.0;7.0
HAUTS-DE-FRANCE;2018-06-23;19.5;14.0;12.5;72.5;10.0;16.5
HAUTS-DE-FRANCE;2018-06-24;20.0;15.0;16.5;76.0;10.0;21.5
HAUTS-DE-FRANCE;2018-06-25;22.5;16.5;14.0;81.0;10.0;16.5
HAUTS-DE-FRANCE;2018-06-26;22.5;16.5;18.0;75.5;9.5;1.0
HAUTS-DE-FRANCE;2018-06-27;24.0;18.0;18.0;80.0;10.0;1.0
HAUTS-DE-FRANCE;2018-06-28;25.0;20.0;21.5;68.5;10.0;5.0
HAUTS-DE-FRANCE;2018-06-29;25.0;19.5;22.5;70.5;10.0;4.5
HAUTS-DE-FRANCE;2018-06-30;27.5;21.0;19.0;77.5;10.0;6.5
NORMANDIE;2018-06-01;19.0;16.0;17.0;90.0;7.75;62.0
NORMANDIE;2018-06-02;18.0;17.0;12.0;80.0;9.875;19.0
NORMANDIE;2018-06-03;20.0;19.0;20.0;83.0;9.625;28.0
NORMANDIE;2018-06-04;18.0;15.0;27.0;95.0;9.75;69.0
NORMANDIE;2018-06-05;15.0;14.0;23.0;95.0;8.0;94.0
NORMANDIE;2018-06-06;16.0;13.0;19.0;92.0;8.0;95.0
NORMANDIE;2018-06-07;20.0;17.0;5.0;91.0;6.875;77.0
NORMANDIE;2018-06-08;19.0;17.0;17.0;93.0;6.75;52.0
NORMANDIE;2018-06-09;20.0;18.0;21.0;88.0;9.625;58.0
NORMANDIE;2018-06-10;19.0;18.0;18.0;90.0;9.0;48.0
NORMANDIE;2018-06-11;17.0;16.0;24.0;95.0;9.875;63.0
NORMANDIE;2018-06-12;17.0;16.0;25.0;91.0;9.75;35.0
NORMANDIE;2018-06-13;18.0;14.0;8.0;82.0;10.0;31.0
NORMANDIE;2018-06-14;17.0;16.0;23.0;89.0;10.0;57.0
NORMANDIE;2018-06-15;16.0;15.0;12.0;81.0;10.0;14.0
NORMANDIE;2018-06-16;18.0;16.0;15.0;78.0;10.0;30.0
NORMANDIE;2018-06-17;17.0;15.0;20.0;81.0;10.0;78.0
NORMANDIE;2018-06-18;19.0;16.0;18.0;87.0;10.0;63.0
NORMANDIE;2018-06-19;19.0;18.0;12.0;88.0;9.0;82.0
NORMANDIE;2018-06-20;22.0;19.0;14.0;87.0;8.0;41.0
NORMANDIE;2018-06-21;15.0;14.0;25.0;73.0;9.0;28.0
NORMANDIE;2018-06-22;17.0;15.0;17.0;68.0;10.0;8.0
NORMANDIE;2018-06-23;18.0;15.0;13.0;59.0;10.0;12.0
NORMANDIE;2018-06-24;19.0;18.0;19.0;73.0;10.0;12.0
NORMANDIE;2018-06-25;20.0;17.0;19.0;77.0;10.0;5.0
NORMANDIE;2018-06-26;21.0;19.0;22.0;73.0;10.0;0.0
NORMANDIE;2018-06-27;22.0;18.0;25.0;79.0;10.0;2.0
NORMANDIE;2018-06-28;22.0;19.0;30.0;82.0;10.0;10.0
NORMANDIE;2018-06-29;22.0;19.0;30.0;81.0;10.0;9.0
NORMANDIE;2018-06-30;23.0;19.0;23.0;81.0;9.875;17.0
NOUVELLE-AQUITAINE;2018-06-01;22.0;19.0;9.333333333333334;73.0;8.583333333333334;44.666666666666664
NOUVELLE-AQUITAINE;2018-06-02;25.0;20.666666666666668;7.333333333333333;73.33333333333333;9.041666666666666;24.0
NOUVELLE-AQUITAINE;2018-06-03;25.0;20.0;10.0;82.66666666666667;8.791666666666666;48.666666666666664
NOUVELLE-AQUITAINE;2018-06-04;20.666666666666668;18.666666666666668;14.333333333333334;87.66666666666667;7.416666666666667;62.333333333333336
NOUVELLE-AQUITAINE;2018-06-05;19.666666666666668;16.666666666666668;13.666666666666666;91.0;7.458333333333333;84.33333333333333
NOUVELLE-AQUITAINE;2018-06-06;20.333333333333332;17.0;15.666666666666666;92.0;6.875;75.0
NOUVELLE-AQUITAINE;2018-06-07;22.0;19.666666666666668;10.0;78.0;6.916666666666667;49.666666666666664
NOUVELLE-AQUITAINE;2018-06-08;24.666666666666668;21.333333333333332;9.333333333333334;76.66666666666667;8.625;31.0
NOUVELLE-AQUITAINE;2018-06-09;24.0;20.666666666666668;11.666666666666666;82.33333333333333;8.833333333333334;33.333333333333336
NOUVELLE-AQUITAINE;2018-06-10;22.666666666666668;18.666666666666668;9.666666666666666;80.0;8.291666666666666;45.333333333333336
NOUVELLE-AQUITAINE;2018-06-11;19.333333333333332;15.666666666666666;17.0;87.33333333333333;8.541666666666666;61.666666666666664
NOUVELLE-AQUITAINE;2018-06-12;21.0;17.0;11.333333333333334;90.0;8.25;62.666666666666664
NOUVELLE-AQUITAINE;2018-06-13;20.333333333333332;17.0;14.666666666666666;81.66666666666667;7.666666666666667;36.666666666666664
NOUVELLE-AQUITAINE;2018-06-14;19.666666666666668;18.0;15.0;74.0;7.75;62.0
NOUVELLE-AQUITAINE;2018-06-15;19.666666666666668;16.333333333333332;10.333333333333334;89.33333333333333;6.958333333333333;75.66666666666667
NOUVELLE-AQUITAINE;2018-06-16;18.666666666666668;16.0;13.666666666666666;80.0;8.333333333333334;68.66666666666667
NOUVELLE-AQUITAINE;2018-06-17;19.333333333333332;16.666666666666668;16.0;77.33333333333333;8.75;65.0
NOUVELLE-AQUITAINE;2018-06-18;21.0;16.666666666666668;10.0;91.0;7.916666666666667;73.0
NOUVELLE-AQUITAINE;2018-06-19;25.333333333333332;20.0;13.333333333333334;75.66666666666667;7.75;36.333333333333336
NOUVELLE-AQUITAINE;2018-06-20;30.333333333333332;25.666666666666668;8.333333333333334;67.66666666666667;8.583333333333334;12.0
NOUVELLE-AQUITAINE;2018-06-21;27.0;23.666666666666668;15.666666666666666;72.33333333333333;9.666666666666666;15.666666666666666
NOUVELLE-AQUITAINE;2018-06-22;22.0;17.0;23.333333333333332;58.666666666666664;10.0;7.666666666666667
NOUVELLE-AQUITAINE;2018-06-23;23.666666666666668;18.666666666666668;20.0;60.0;10.0;6.0
NOUVELLE-AQUITAINE;2018-06-24;25.0;20.666666666666668;18.0;61.333333333333336;10.0;9.333333333333334
NOUVELLE-AQUITAINE;2018-06-25;25.666666666666668;20.666666666666668;19.0;61.0;10.0;4.0
NOUVELLE-AQUITAINE;2018-06-26;28.333333333333332;23.0;16.0;60.666666666666664;10.0;0.6666666666666666
NOUVELLE-AQUITAINE;2018-06-27;28.333333333333332;24.666666666666668;12.333333333333334;62.666666666666664;9.666666666666666;10.666666666666666
NOUVELLE-AQUITAINE;2018-06-28;27.0;24.0;18.666666666666668;60.333333333333336;9.333333333333334;8.333333333333334
NOUVELLE-AQUITAINE;2018-06-29;28.666666666666668;23.666666666666668;16.666666666666668;56.666666666666664;10.0;11.333333333333334
NOUVELLE-AQUITAINE;2018-06-30;32.0;26.333333333333332;9.333333333333334;58.666666666666664;9.833333333333334;14.0
OCCITANIE;2018-06-01;24.0;21.0;14.5;71.0;10.0;19.0
OCCITANIE;2018-06-02;24.5;21.0;12.0;70.5;9.9375;24.5
OCCITANIE;2018-06-03;22.0;20.0;16.0;74.5;9.9375;33.0
OCCITANIE;2018-06-04;23.5;20.0;16.0;75.0;9.875;38.5
OCCITANIE;2018-06-05;21.0;18.0;21.0;84.0;9.0625;52.5
OCCITANIE;2018-06-06;20.5;18.5;13.5;77.0;9.375;44.0
OCCITANIE;2018-06-07;22.0;19.0;7.5;76.5;9.5;51.0
OCCITANIE;2018-06-08;24.0;21.0;15.5;71.0;10.0;19.0
OCCITANIE;2018-06-09;25.0;22.5;14.0;75.0;9.875;18.5
OCCITANIE;2018-06-10;23.0;21.5;10.5;76.5;9.125;43.5
OCCITANIE;2018-06-11;21.0;18.5;16.0;86.5;8.25;58.5
OCCITANIE;2018-06-12;19.5;18.0;20.0;80.0;9.3125;37.5
OCCITANIE;2018-06-13;22.5;19.0;29.0;72.5;9.9375;38.0
OCCITANIE;2018-06-14;23.5;19.5;20.0;65.0;9.9375;26.0
OCCITANIE;2018-06-15;21.0;19.5;15.5;72.5;9.6875;51.5
OCCITANIE;2018-06-16;23.0;20.0;17.5;75.0;8.0;52.0
OCCITANIE;2018-06-17;22.5;19.5;20.0;68.5;10.0;38.0
OCCITANIE;2018-06-18;24.0;20.0;16.5;69.0;9.5;26.5
OCCITANIE;2018-06-19;26.5;22.0;14.0;70.0;9.5;12.0
OCCITANIE;2018-06-20;28.5;24.5;12.5;67.0;10.0;2.5
OCCITANIE;2018-06-21;27.5;24.5;17.5;69.5;9.8125;14.5
OCCITANIE;2018-06-22;26.5;22.5;20.5;65.5;10.0;21.0
OCCITANIE;2018-06-23;25.5;21.0;19.5;55.5;10.0;2.0
OCCITANIE;2018-06-24;26.5;22.5;12.5;57.5;10.0;12.5
OCCITANIE;2018-06-25;27.0;22.5;10.5;58.5;10.0;3.5
OCCITANIE;2018-06-26;28.0;23.5;12.5;58.5;10.0;1.5
OCCITANIE;2018-06-27;28.0;24.0;16.5;65.5;10.0;9.0
OCCITANIE;2018-06-28;27.0;21.5;13.5;72.0;10.0;29.5
OCCITANIE;2018-06-29;27.0;22.0;13.5;77.0;9.4375;26.0
OCCITANIE;2018-06-30;28.0;24.5;18.0;66.0;10.0;4.5
PAYS DE LA LOIRE;2018-06-01;20.0;17.0;13.0;81.0;8.0;59.0
PAYS DE LA LOIRE;2018-06-02;23.0;20.0;5.0;75.0;9.875;25.0
PAYS DE LA LOIRE;2018-06-03;24.0;22.0;16.0;76.0;9.625;49.0
PAYS DE LA LOIRE;2018-06-04;21.0;17.0;4.0;92.0;7.875;79.0
PAYS DE LA LOIRE;2018-06-05;21.0;19.0;8.0;86.0;8.0;76.0
PAYS DE LA LOIRE;2018-06-06;19.0;15.0;14.0;94.0;8.625;100.0
PAYS DE LA LOIRE;2018-06-07;21.0;19.0;14.0;84.0;6.875;71.0
PAYS DE LA LOIRE;2018-06-08;24.0;22.0;11.0;74.0;8.875;25.0
PAYS DE LA LOIRE;2018-06-09;25.0;23.0;16.0;75.0;7.875;31.0
PAYS DE LA LOIRE;2018-06-10;22.0;20.0;12.0;86.0;7.875;34.0
PAYS DE LA LOIRE;2018-06-11;17.0;14.0;17.0;96.0;6.0;86.0
PAYS DE LA LOIRE;2018-06-12;21.0;17.0;22.0;90.0;8.0;62.0
PAYS DE LA LOIRE;2018-06-13;20.0;18.0;10.0;72.0;9.0;37.0
PAYS DE LA LOIRE;2018-06-14;18.0;16.0;18.0;88.0;6.75;77.0
PAYS DE LA LOIRE;2018-06-15;19.0;15.0;16.0;85.0;8.0;62.0
PAYS DE LA LOIRE;2018-06-16;18.0;17.0;20.0;73.0;9.0;58.0
PAYS DE LA LOIRE;2018-06-17;19.0;17.0;21.0;73.0;8.0;73.0
PAYS DE LA LOIRE;2018-06-18;20.0;18.0;11.0;81.0;6.75;85.0
PAYS DE LA LOIRE;2018-06-19;22.0;20.0;9.0;81.0;7.0;54.0
PAYS DE LA LOIRE;2018-06-20;28.0;23.0;12.0;76.0;8.0;17.0
PAYS DE LA LOIRE;2018-06-21;22.0;17.0;24.0;84.0;10.0;29.0
PAYS DE LA LOIRE;2018-06-22;20.0;15.0;26.0;60.0;10.0;2.0
PAYS DE LA LOIRE;2018-06-23;22.0;17.0;22.0;62.0;10.0;4.0
PAYS DE LA LOIRE;2018-06-24;23.0;19.0;19.0;71.0;10.0;9.0
PAYS DE LA LOIRE;2018-06-25;25.0;20.0;22.0;71.0;10.0;5.0
PAYS DE LA LOIRE;2018-06-26;27.0;21.0;23.0;70.0;10.0;3.0
PAYS DE LA LOIRE;2018-06-27;28.0;23.0;17.0;75.0;10.0;10.0
PAYS DE LA LOIRE;2018-06-28;27.0;23.0;21.0;71.0;9.0;13.0
PAYS DE LA LOIRE;2018-06-29;27.0;23.0;24.0;66.0;10.0;11.0
PAYS DE LA LOIRE;2018-06-30;30.0;24.0;15.0;74.0;10.0;16.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-01;24.0;22.0;17.0;57.0;10.0;6.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-02;24.0;23.0;14.0;60.0;10.0;9.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-03;23.0;22.0;15.0;61.0;9.75;42.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-04;22.0;21.0;14.0;66.0;9.75;40.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-05;23.0;22.0;21.0;62.0;9.875;17.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-06;23.0;22.0;12.0;58.0;9.125;34.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-07;21.0;20.0;9.0;69.0;9.5;54.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-08;24.0;22.0;17.0;56.0;10.0;35.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-09;25.0;23.0;17.0;59.0;10.0;8.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-10;27.0;25.0;13.0;46.0;10.0;22.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-11;23.0;22.0;9.0;69.0;9.75;55.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-12;23.0;22.0;21.0;60.0;9.875;15.0
PROVENCE-ALPES-COTE D'AZUR;2018-06-13;24.0;21.0;45.0;60.0;9.25;32.0
